Product Name,Printing,Condition,Rarity,Number,Market Price
Marche EX,Foil,Near Mint,Rare,Re-024C/8-018R,$0.81
Marche EX,Normal,Near Mint,Rare,Re-024C/8-018R,$0.17
Marche EX (Full Art),Foil,Near Mint,Rare,Re-024C/8-018R,$3.53
Marlene,Foil,Near Mint,Common,Re-113C/8-085C,$0.83
Marlene,Normal,Near Mint,Common,Re-113C/8-085C,$0.14
Marlene (Full Art),Foil,Near Mint,Common,Re-113C/8-085C,$11.36
Meeth,Foil,Near Mint,Hero,Re-027H/7-017H,$0.58
Meeth,Normal,Near Mint,Hero,Re-027H/7-017H,$0.39
Meeth (Full Art),Foil,Near Mint,Hero,Re-027H/7-017H,$11.36
Melusine,Foil,Near Mint,Hero,Re-138H/18-081H,$0.35
Melusine,Normal,Lightly Played,Hero,Re-138H/18-081H,$0.25
Melusine,Normal,Near Mint,Hero,Re-138H/18-081H,$0.22
Melusine (Full Art),Foil,Near Mint,Hero,Re-138H/18-081H,$8.03
Merald,Foil,Near Mint,Common,Re-137C/16-099C,$0.53
Merald,Normal,Near Mint,Common,Re-137C/16-099C,$0.13
Merald (Full Art),Foil,Near Mint,Common,Re-137C/16-099C,$7.63
Merlwyb,Foil,Near Mint,Rare,Re-165C/4-138R,$2.46
Merlwyb,Normal,Near Mint,Rare,Re-165C/4-138R,$0.23
Merlwyb (Full Art),Foil,Near Mint,Rare,Re-165C/4-138R,$11.75
Mewt EX,Foil,Near Mint,Rare,Re-053C/4-044R,$0.80
Mewt EX,Normal,Near Mint,Rare,Re-053C/4-044R,$0.21
Mewt EX (Full Art),Foil,Near Mint,Rare,Re-053C/4-044R,$5.53
Minwu,Foil,Near Mint,Legend,Re-164H/6-123L,$0.25
Minwu,Normal,Near Mint,Legend,Re-164H/6-123L,$0.31
Minwu (Full Art),Foil,Near Mint,Legend,Re-164H/6-123L,$2.49
Mist Dragon,Foil,Near Mint,Hero,Re-105H/9-068H,$1.65
Mist Dragon,Normal,Near Mint,Hero,Re-105H/9-068H,$1.14
Mist Dragon (Full Art),Foil,Near Mint,Hero,Re-105H/9-068H,$6.00
Mog (VI),Foil,Near Mint,Hero,Re-199H/19-125H,$0.45
Mog (VI),Normal,Lightly Played,Hero,Re-199H/19-125H,$0.25
Mog (VI),Normal,Near Mint,Hero,Re-199H/19-125H,$0.23
Mog (VI) (Full Art),Foil,Near Mint,Hero,Re-199H/19-125H,$11.59
Moogle (XI),Foil,Near Mint,Rare,Re-082C/6-058R,$0.53
Moogle (XI),Normal,Lightly Played,Rare,Re-082C/6-058R,$0.25
Moogle (XI),Normal,Near Mint,Rare,Re-082C/6-058R,$0.28
Moogle (XI) (Full Art),Foil,Near Mint,Rare,Re-082C/6-058R,$12.81
Moogle EX,Foil,Near Mint,Common,Re-166C/1-172C,$0.60
Moogle EX,Normal,Near Mint,Common,Re-166C/1-172C,$0.41
Moogle EX (Full Art),Foil,Near Mint,Common,Re-166C/1-172C,$14.64
Nag'molada,Foil,Near Mint,Common,Re-048C/10-039C,$0.82
Nag'molada,Normal,Near Mint,Common,Re-048C/10-039C,$0.08
Nag'molada (Full Art),Foil,Near Mint,Common,Re-048C/10-039C,$3.28
Nero EX,Foil,Near Mint,Common,Re-049C/18-028C,$0.41
Nero EX,Normal,Near Mint,Common,Re-049C/18-028C,$0.17
Nero EX (Full Art),Foil,Near Mint,Common,Re-049C/18-028C,$10.88
Nine,Foil,Near Mint,Legend,Re-193L/13-123L,$1.75
Nine,Normal,Near Mint,Legend,Re-193L/13-123L,$0.57
Nine (Full Art),Foil,Near Mint,Legend,Re-193L/13-123L,$6.60
Noctis,Foil,Near Mint,Rare,Re-191C/12-121R,$0.60
Noctis,Normal,Near Mint,Rare,Re-191C/12-121R,$0.27
Noctis (Full Art),Foil,Near Mint,Rare,Re-191C/12-121R,$12.37
Norschtalen,Foil,Near Mint,Rare,Re-077C/8-058R,$0.38
Norschtalen,Normal,Near Mint,Rare,Re-077C/8-058R,$0.21
Norschtalen (Full Art),Foil,Near Mint,Rare,Re-077C/8-058R,$3.05
Onion Knight,Foil,Near Mint,Hero,Re-194H/18-125H,$0.28
Onion Knight,Normal,Near Mint,Hero,Re-194H/18-125H,$0.22
Onion Knight (Full Art),Foil,Near Mint,Hero,Re-194H/18-125H,$5.67
Pecciotta EX,Foil,Near Mint,Common,Re-080C/16-059C,$0.42
Pecciotta EX,Normal,Near Mint,Common,Re-080C/16-059C,$0.14
Pecciotta EX (Full Art),Foil,Near Mint,Common,Re-080C/16-059C,$3.68
Phoinix,Foil,Near Mint,Hero,Re-020H/20-018H,$0.36
Phoinix,Normal,Near Mint,Hero,Re-020H/20-018H,$0.28
Phoinix (Full Art),Foil,Near Mint,Hero,Re-020H/20-018H,$9.65
Physalis,Foil,Near Mint,Hero,Re-051H/18-030H,$0.66
Physalis,Normal,Near Mint,Hero,Re-051H/18-030H,$0.34
Physalis (Full Art),Foil,Near Mint,Hero,Re-051H/18-030H,$9.66
Porom EX,Foil,Near Mint,Rare,Re-163C/9-115R,$0.68
Porom EX,Normal,Near Mint,Rare,Re-163C/9-115R,$0.19
Porom EX (Full Art),Foil,Near Mint,Rare,Re-163C/9-115R,$3.15
Princess Goblin,Foil,Near Mint,Common,Re-012C/12-008R,$0.78
Princess Goblin,Normal,Near Mint,Common,Re-012C/12-008R,$0.17
Princess Goblin (Full Art),Foil,Near Mint,Common,Re-012C/12-008R,$9.28
PuPu EX,Foil,Near Mint,Common,Re-152C/4-128C,$0.61
PuPu EX,Normal,Near Mint,Common,Re-152C/4-128C,$0.38
PuPu EX (Full Art),Foil,Near Mint,Common,Re-152C/4-128C,$9.47
Ramza,Foil,Near Mint,Rare,Re-028C/18-015R,$0.79
Ramza,Normal,Near Mint,Rare,Re-028C/18-015R,$0.21
Ramza (Full Art),Foil,Near Mint,Rare,Re-028C/18-015R,$9.37
Ranperre,Foil,Near Mint,Rare,Re-139C/10-104R,$1.20
Ranperre,Normal,Near Mint,Rare,Re-139C/10-104R,$0.11
Ranperre (Full Art),Foil,Near Mint,Rare,Re-139C/10-104R,$3.27
Reeve EX,Foil,Near Mint,Common,Re-140C/9-098C,$1.11
Reeve EX,Normal,Near Mint,Common,Re-140C/9-098C,$0.14
Reeve EX (Full Art),Foil,Near Mint,Common,Re-140C/9-098C,$19.98
Refia,Foil,Near Mint,Rare,Re-174L/19-102L,$1.33
Refia,Normal,Near Mint,Rare,Re-174L/19-102L,$1.62
Refia (Full Art),Foil,Near Mint,Rare,Re-174L/19-102L,$15.45
Regis,Foil,Near Mint,Common,Re-116C/9-080C,$0.46
Regis,Normal,Near Mint,Common,Re-116C/9-080C,$0.14
Regis (Full Art),Foil,Near Mint,Common,Re-116C/9-080C,$2.74
Rem EX,Foil,Near Mint,Rare,Re-086C/3-072R,$0.79
Rem EX,Normal,Near Mint,Rare,Re-086C/3-072R,$0.18
Rem EX (Full Art),Foil,Near Mint,Rare,Re-086C/3-072R,$8.01
Remedi,Foil,Near Mint,Rare,Re-057C/4-047R,$1.04
Remedi,Normal,Near Mint,Rare,Re-057C/4-047R,$0.18
Remedi (Full Art),Foil,Near Mint,Rare,Re-057C/4-047R,$3.57
Restrictor EX,Foil,Near Mint,Rare,Re-144C/4-120R,$0.32
Restrictor EX,Normal,Near Mint,Rare,Re-144C/4-120R,$0.27
Restrictor EX (Full Art),Foil,Near Mint,Rare,Re-144C/4-120R,$8.82
Ricard,Foil,Near Mint,Rare,Re-141C/19-084R,$0.45
Ricard,Normal,Near Mint,Rare,Re-141C/19-084R,$0.24
Ricard (Full Art),Foil,Near Mint,Rare,Re-141C/19-084R,$4.52
Rinoa,Foil,Near Mint,Legend,Re-056L/6-041L,$1.54
Rinoa,Normal,Near Mint,Legend,Re-056L/6-041L,$0.90
Rinoa (Full Art),Foil,Near Mint,Legend,Re-056L/6-041L,$34.13
Rinoa (Rare),Foil,Near Mint,Rare,Re-055C/2-048R,$0.80
Rinoa (Rare),Normal,Near Mint,Rare,Re-055C/2-048R,$0.20
Rinoa (Rare) (Full Art),Foil,Near Mint,Rare,Re-055C/2-048R,$14.24
Roche,Foil,Near Mint,Hero,Re-145H/14-095H,$1.85
Roche,Normal,Near Mint,Hero,Re-145H/14-095H,$1.40
Roche (Full Art),Foil,Near Mint,Hero,Re-145H/14-095H,$14.57
Rosa,Foil,Near Mint,Hero,Re-087H/14-057H,$2.01
Rosa,Normal,Near Mint,Hero,Re-087H/14-057H,$1.01
Rosa (Full Art),Foil,Near Mint,Hero,Re-087H/14-057H,$39.68
Sabin,Foil,Near Mint,Hero,Re-026H/17-017H,$0.82
Sabin,Normal,Near Mint,Hero,Re-026H/17-017H,$0.29
Sabin (Full Art),Foil,Lightly Played,Hero,Re-026H/17-017H,$5.00
Sabin (Full Art),Foil,Near Mint,Hero,Re-026H/17-017H,$4.47
Sahagin,Foil,Near Mint,Common,Re-153C/7-110C,$0.29
Sahagin,Normal,Near Mint,Common,Re-153C/7-110C,$0.11
Sahagin (Full Art),Foil,Near Mint,Common,Re-153C/7-110C,$4.57
Sahagin Chief,Foil,Near Mint,Rare,Re-154C/11-114R,$0.49
Sahagin Chief,Normal,Near Mint,Rare,Re-154C/11-114R,$0.34
Sahagin Chief (Full Art),Foil,Near Mint,Rare,Re-154C/11-114R,$9.18
Sara,Foil,Near Mint,Hero,Re-155H/13-093H,$2.35
Sara,Normal,Near Mint,Hero,Re-155H/13-093H,$0.91
Sara (Full Art),Foil,Near Mint,Hero,Re-155H/13-093H,$39.05
Sarah (FFL),Foil,Near Mint,Rare,Re-157C/12-099R,$1.14
Sarah (FFL),Normal,Near Mint,Rare,Re-157C/12-099R,$0.32
Sarah (FFL) (Full Art),Foil,Near Mint,Rare,Re-157C/12-099R,$24.97
Sazh EX,Foil,Near Mint,Common,Re-013C/7-008C,$0.43
Sazh EX,Normal,Near Mint,Common,Re-013C/7-008C,$0.15
Sazh EX (Full Art),Foil,Near Mint,Common,Re-013C/7-008C,$7.39
Scale Toad,Foil,Near Mint,Rare,Re-044C/8-034R,$0.28
Scale Toad,Normal,Near Mint,Rare,Re-044C/8-034R,$0.17
Scale Toad (Full Art),Foil,Near Mint,Rare,Re-044C/8-034R,$4.68
Selphie EX,Foil,Near Mint,Common,Re-016C/18-007C,$0.69
Selphie EX,Normal,Near Mint,Common,Re-016C/18-007C,$0.15
Selphie EX (Full Art),Foil,Near Mint,Common,Re-016C/18-007C,$14.34
Sephiroth,Foil,Near Mint,Legend,Re-187L/18-116L,$2.98
Sephiroth,Normal,Near Mint,Legend,Re-187L/18-116L,$2.05
Sephiroth (Full Art),Foil,Near Mint,Legend,Re-187L/18-116L,$8.57
Setzer,Foil,Near Mint,Rare,Re-045C/20-030R,$0.52
Setzer,Normal,Near Mint,Rare,Re-045C/20-030R,$0.23
Setzer (Full Art),Foil,Near Mint,Rare,Re-045C/20-030R,$6.70
Shadow Lord,Foil,Near Mint,Legend,Re-114L/17-079L,$0.63
Shadow Lord,Normal,Near Mint,Legend,Re-114L/17-079L,$0.52
Shadow Lord (Full Art),Foil,Near Mint,Legend,Re-114L/17-079L,$7.67
Shantotto,Foil,Lightly Played,Legend,Re-043L/16-030L,$0.68
Shantotto,Foil,Near Mint,Legend,Re-043L/16-030L,$0.94
Shantotto,Normal,Near Mint,Legend,Re-043L/16-030L,$0.97
Shantotto (Full Art),Foil,Near Mint,Legend,Re-043L/16-030L,$9.25
Shantotto (Re-099L/1-107L),Foil,Near Mint,Legend,Re-099L/1-107L,$4.65
Shantotto (Re-099L/1-107L),Normal,Lightly Played,Legend,Re-099L/1-107L,$5.00
Shantotto (Re-099L/1-107L),Normal,Near Mint,Legend,Re-099L/1-107L,$4.20
Shantotto (Re-099L/1-107L) (Full Art),Foil,Near Mint,Legend,Re-099L/1-107L,$28.12
Sherlotta,Foil,Near Mint,Hero,Re-066H/8-053H,$0.58
Sherlotta,Normal,Near Mint,Hero,Re-066H/8-053H,$0.24
Sherlotta (Full Art),Foil,Near Mint,Hero,Re-066H/8-053H,$4.38
Shinju,Foil,Near Mint,Rare,Re-100C/16-075R,$0.33
Shinju,Normal,Near Mint,Rare,Re-100C/16-075R,$0.19
Shinju (Full Art),Foil,Near Mint,Rare,Re-100C/16-075R,$19.64
Shinryu,Foil,Near Mint,Legend,Re-176L/20-127L,$1.64
Shinryu,Normal,Lightly Played,Legend,Re-176L/20-127L,$2.00
Shinryu,Normal,Near Mint,Legend,Re-176L/20-127L,$1.67
Shinryu (Full Art),Foil,Near Mint,Legend,Re-176L/20-127L,$12.19
Shiva,Foil,Near Mint,Rare,Re-040C/8-032R,$1.24
Shiva,Normal,Near Mint,Rare,Re-040C/8-032R,$0.23
Shiva (Full Art),Foil,Near Mint,Rare,Re-040C/8-032R,$16.09
Squall,Foil,Near Mint,Promo,Re-014H/PR-108,$0.76
Squall,Normal,Near Mint,Promo,Re-014H/PR-108,$0.40
Squall (Full Art),Foil,Near Mint,Promo,Re-014H/PR-108,$4.20
Steiner,Foil,Near Mint,Common,Re-196C/12-127C,$1.38
Steiner,Normal,Near Mint,Common,Re-196C/12-127C,$0.23
Steiner (Full Art),Foil,Near Mint,Common,Re-196C/12-127C,$12.00
Stiltzkin,Foil,Near Mint,Common,Re-069C/13-043C,$0.34
Stiltzkin,Normal,Near Mint,Common,Re-069C/13-043C,$0.14
Stiltzkin (Full Art),Foil,Lightly Played,Common,Re-069C/13-043C,$5.99
Stiltzkin (Full Art),Foil,Near Mint,Common,Re-069C/13-043C,$6.40
Strago EX,Foil,Near Mint,Rare,Re-156H/19-093H,$0.40
Strago EX,Normal,Near Mint,Rare,Re-156H/19-093H,$0.26
Strago EX (Full Art),Foil,Near Mint,Rare,Re-156H/19-093H,$5.65
Terra EX,Foil,Near Mint,Starter,Re-017C/10-132S,$0.70
Terra EX,Normal,Near Mint,Starter,Re-017C/10-132S,$0.34
Terra EX (Full Art),Foil,Near Mint,Starter,Re-017C/10-132S,$2.97
The Emperor,Foil,Near Mint,Hero,Re-186H/19-110H,$0.64
The Emperor,Normal,Near Mint,Hero,Re-186H/19-110H,$0.36
The Emperor (Full Art),Foil,Near Mint,Hero,Re-186H/19-110H,$4.27
Thordan VII EX,Foil,Near Mint,Rare,Re-147C/6-108R,$1.85
Thordan VII EX,Normal,Lightly Played,Rare,Re-147C/6-108R,$0.50
Thordan VII EX,Normal,Near Mint,Rare,Re-147C/6-108R,$0.44
Thordan VII EX (Full Art),Foil,Near Mint,Rare,Re-147C/6-108R,$27.09
Tidus EX,Foil,Near Mint,Hero,Re-177H/19-103H,$0.82
Tidus EX,Normal,Lightly Played,Hero,Re-177H/19-103H,$0.25
Tidus EX,Normal,Near Mint,Hero,Re-177H/19-103H,$0.34
Tidus EX (Full Art),Foil,Near Mint,Hero,Re-177H/19-103H,$12.27
Tifa,Foil,Near Mint,Starter,Re-102C/8-144S,$1.97
Tifa,Normal,Near Mint,Starter,Re-102C/8-144S,$1.07
Tifa (Full Art),Foil,Heavily Played,Starter,Re-102C/8-144S,$8.00
Tifa (Full Art),Foil,Near Mint,Starter,Re-102C/8-144S,$16.86
Tifa (Re-183H/14-120H),Foil,Near Mint,Hero,Re-183H/14-120H,$2.93
Tifa (Re-183H/14-120H),Normal,Near Mint,Hero,Re-183H/14-120H,$1.59
Tifa (Re-183H/14-120H) (Full Art),Foil,Near Mint,Hero,Re-183H/14-120H,$29.29
Tilika,Foil,Near Mint,Hero,Re-104H/11-073H,$0.52
Tilika,Normal,Near Mint,Hero,Re-104H/11-073H,$0.19
Tilika (Full Art),Foil,Near Mint,Hero,Re-104H/11-073H,$2.44
Tyro EX,Foil,Near Mint,Rare,Re-103C/11-072R,$4.45
Tyro EX,Normal,Near Mint,Rare,Re-103C/11-072R,$2.13
Tyro EX (Full Art),Foil,Near Mint,Rare,Re-103C/11-072R,$16.89
Undead Princess,Foil,Near Mint,Hero,Re-089H/8-071H,$0.25
Undead Princess,Normal,Near Mint,Hero,Re-089H/8-071H,$0.27
Undead Princess (Full Art),Foil,Near Mint,Hero,Re-089H/8-071H,$2.85
Unei,Foil,Near Mint,Hero,Re-035H/10-023H,$0.91
Unei,Normal,Near Mint,Hero,Re-035H/10-023H,$0.26
Unei (Full Art),Foil,Near Mint,Hero,Re-035H/10-023H,$2.95
Urianger EX,Foil,Near Mint,Starter,Re-124C/13-135S,$0.85
Urianger EX,Normal,Near Mint,Starter,Re-124C/13-135S,$0.47
Urianger EX (Full Art),Foil,Near Mint,Starter,Re-124C/13-135S,$5.64
Vaan EX,Foil,Near Mint,Common,Re-181C/19-107C,$0.29
Vaan EX,Normal,Near Mint,Common,Re-181C/19-107C,$0.11
Vaan EX (Full Art),Foil,Near Mint,Common,Re-181C/19-107C,$2.89
Verena EX,Foil,Near Mint,Rare,Re-159C/10-119R,$0.40
Verena EX,Normal,Near Mint,Rare,Re-159C/10-119R,$0.12
Verena EX (Full Art),Foil,Lightly Played,Rare,Re-159C/10-119R,$3.64
Verena EX (Full Art),Foil,Near Mint,Rare,Re-159C/10-119R,$3.54
Vesvia EX,Foil,Near Mint,Rare,Re-162C/16-121R,$0.50
Vesvia EX,Normal,Near Mint,Rare,Re-162C/16-121R,$0.14
Vesvia EX (Full Art),Foil,Near Mint,Rare,Re-162C/16-121R,$18.48
Vincent,Foil,Near Mint,Rare,Re-034C/19-019R,$0.44
Vincent,Normal,Near Mint,Rare,Re-034C/19-019R,$0.24
Vincent (Full Art),Foil,Lightly Played,Rare,Re-034C/19-019R,$6.98
Vincent (Full Art),Foil,Near Mint,Rare,Re-034C/19-019R,$4.36
Waltrill,Foil,Near Mint,Common,Re-064C/8-047C,$0.37
Waltrill,Normal,Near Mint,Common,Re-064C/8-047C,$0.12
Waltrill (Full Art),Foil,Near Mint,Common,Re-064C/8-047C,$2.55
Warrior of Light,Foil,Near Mint,Legend,Re-200L/19-128L,$12.94
Warrior of Light,Normal,Lightly Played,Legend,Re-200L/19-128L,$2.49
Warrior of Light,Normal,Near Mint,Legend,Re-200L/19-128L,$7.73
Warrior of Light (Full Art),Foil,Near Mint,Legend,Re-200L/19-128L,$34.85
Warrior of Light (Signed),Foil,Near Mint,Legend,Re-200L/19-128L,$599.04
Weiss,Foil,Near Mint,Rare,Re-033C/18-019R,$0.36
Weiss,Normal,Near Mint,Rare,Re-033C/18-019R,$0.30
Weiss (Full Art),Foil,Near Mint,Rare,Re-033C/18-019R,$13.50
Y'shtola,Foil,Near Mint,Legend,Re-189L/12-119L,$0.95
Y'shtola,Normal,Near Mint,Legend,Re-189L/12-119L,$0.65
Y'shtola (Full Art),Foil,Near Mint,Legend,Re-189L/12-119L,$10.03
Yaag Rosch,Foil,Near Mint,Rare,Re-167C/1-174R,$0.65
Yaag Rosch,Normal,Near Mint,Rare,Re-167C/1-174R,$0.23
Yaag Rosch (Full Art),Foil,Near Mint,Rare,Re-167C/1-174R,$9.00
Ysayle,Foil,Near Mint,Rare,Re-032C/6-022R,$0.98
Ysayle,Normal,Near Mint,Rare,Re-032C/6-022R,$0.17
Ysayle (Full Art),Foil,Near Mint,Rare,Re-032C/6-022R,$10.20
Yuffie,Foil,Near Mint,Legend,Re-083L/18-050L,$4.40
Yuffie,Normal,Near Mint,Legend,Re-083L/18-050L,$4.14
Yuffie (Full Art),Foil,Near Mint,Legend,Re-083L/18-050L,$38.65
Yuna,Foil,Near Mint,Rare,Re-168C/1-177R,$1.26
Yuna,Normal,Near Mint,Rare,Re-168C/1-177R,$0.43
Yuna (Full Art),Foil,Near Mint,Rare,Re-168C/1-177R,$11.14
Yuna (Re-169L/12-105L),Foil,Near Mint,Rare,Re-169L/12-105L,$1.65
Yuna (Re-169L/12-105L),Normal,Near Mint,Rare,Re-169L/12-105L,$0.72
Yuna (Re-169L/12-105L) (Full Art),Foil,Near Mint,Rare,Re-169L/12-105L,$13.11
Yuna (Re-169L/12-105L) (Signed),Foil,Near Mint,Rare,Re-169L/12-105L,$510.19
Yuzuki,Foil,Near Mint,Rare,Re-197C/13-125R,$0.81
Yuzuki,Normal,Near Mint,Rare,Re-197C/13-125R,$0.23
Yuzuki (Full Art),Foil,Near Mint,Rare,Re-197C/13-125R,$23.47
Zemus,Foil,Near Mint,Legend,Re-135H/5-108L,$0.44
Zemus,Normal,Near Mint,Legend,Re-135H/5-108L,$0.49
Zemus (Full Art),Foil,Near Mint,Legend,Re-135H/5-108L,$1.70
Zenos,Foil,Near Mint,Rare,Re-015C/14-015R,$0.24
Zenos,Normal,Near Mint,Rare,Re-015C/14-015R,$0.22
Zenos (Full Art),Foil,Near Mint,Rare,Re-015C/14-015R,$5.05
Zidane,Foil,Near Mint,Legend,Re-182L/19-108L,$4.94
Zidane,Normal,Near Mint,Legend,Re-182L/19-108L,$2.90
Zidane (Full Art),Foil,Near Mint,Legend,Re-182L/19-108L,$18.45
Zu,Foil,Near Mint,Common,Re-068C/7-053C,$0.33
Zu,Normal,Near Mint,Common,Re-068C/7-053C,$0.15
Zu (Full Art),Foil,Lightly Played,Common,Re-068C/7-053C,$2.50
Zu (Full Art),Foil,Near Mint,Common,Re-068C/7-053C,$3.00
